,latitude,longitude,1,2,3,4,5
2561,u,n,k,n,o,w,n
2562,30.632654 ,-88.073234,,,,,
2563,u,n,k,n,o,w,n
2564,-26.672146 ,153.096088,,,,,
2565,u,n,k,n,o,w,n
2566,u,n,k,n,o,w,n
2567,u,n,k,n,o,w,n
2568,u,n,k,n,o,w,n
2569,35.609479 ,140.305566,,,,,
2570,u,n,k,n,o,w,n
2571,u,n,k,n,o,w,n
2572,u,n,k,n,o,w,n
2573,u,n,k,n,o,w,n
2574,u,n,k,n,o,w,n
2575,u,n,k,n,o,w,n
2576,8.5 ,-11.5,,,,,
2577,u,n,k,n,o,w,n
2578,u,n,k,n,o,w,n
2579,u,n,k,n,o,w,n
2580,u,n,k,n,o,w,n
2581,u,n,k,n,o,w,n
2582,u,n,k,n,o,w,n
2583,34.23314 ,-102.41075,,,,,
2584,u,n,k,n,o,w,n
2585,u,n,k,n,o,w,n
2586,8.5 ,-11.5,,,,,
2587,u,n,k,n,o,w,n
2588,u,n,k,n,o,w,n
2589,u,n,k,n,o,w,n
2590,u,n,k,n,o,w,n
2591,u,n,k,n,o,w,n
2592,37.942583 ,23.645261,,,,,
2593,13.042322 ,77.529426,,,,,
2594,u,n,k,n,o,w,n
2595,u,n,k,n,o,w,n
2596,u,n,k,n,o,w,n
2597,u,n,k,n,o,w,n
2598,13.16667 ,-59.53333,,,,,
2599,u,n,k,n,o,w,n
2600,u,n,k,n,o,w,n
2601,39.322584 ,-76.608112,,,,,
2602,u,n,k,n,o,w,n
2603,u,n,k,n,o,w,n
2604,u,n,k,n,o,w,n
2605,u,n,k,n,o,w,n
2606,46 ,2,,,,,
2607,u,n,k,n,o,w,n
2608,58.555202 ,26.712397,,,,,
2609,43.233655 ,-2.764133,,,,,
2610,-0.279479 ,-78.467519,,,,,
2611,u,n,k,n,o,w,n
2612,53.785571 ,-3.046295,,,,,
2613,u,n,k,n,o,w,n
2614,u,n,k,n,o,w,n
2615,u,n,k,n,o,w,n
2616,50.658549 ,6.694074,,,,,
2617,36.052257 ,-102.002399,,,,,
2618,u,n,k,n,o,w,n
2619,u,n,k,n,o,w,n
2620,22 ,-102.5,,,,,
2621,u,n,k,n,o,w,n
2622,8.5 ,-11.5,,,,,
2623,40 ,-4,,,,,
2624,u,n,k,n,o,w,n
2625,u,n,k,n,o,w,n
2626,51.537422 ,-0.061001,,,,,
2627,-2.91673 ,104.7458,,,,,
2628,u,n,k,n,o,w,n
2629,u,n,k,n,o,w,n
2630,-34.57016 ,-58.450006,,,,,
2631,u,n,k,n,o,w,n
2632,u,n,k,n,o,w,n
2633,u,n,k,n,o,w,n
2634,u,n,k,n,o,w,n
2635,u,n,k,n,o,w,n
2636,u,n,k,n,o,w,n
2637,u,n,k,n,o,w,n
